text,font_size,font-family,font-weight,page-number,x-pos-l,x-pos-r,y-pos-l,page-width,page-height,class,file_name
are numerous line items with identical part numbers due to various funding lines . to Item Name : Microcircuit Mfr :,9.96,Times New Roman,400,2,72.02,535.14,459.43,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
XilinxPN : XC4044XLA-09HQ240I ( BRAND NAME OR EQUAL - IF EQUAL PLEASE PROVIDE,9.96,Times New Roman,400,2,72.02,482.79,448.03,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
"MANUFACTURER AND SPECIFICATION ) Salient Characteristics : FPGA , 1600 CLBS , 27000 GATES , 227 MHz , ",9.96,Times New Roman,400,2,72.02,539.22,436.51,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
PQFP240Note : Vendor to provide Counterfeit Testing Report IAW Contract Data Requirement List ( CDRL is an,9.96,Times New Roman,400,2,72.02,528.27,424.99,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
attachment to the RFQ ). Report shall be delivered no later 30 days after conclusion of testing . Note : Vendor to,9.96,Times New Roman,400,2,72.02,516.21,413.47,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
provide Certificate of ConformanceNote : Allow 30 days of Inspection and Acceptance at Destination NUWC,9.96,Times New Roman,400,2,72.02,510.13,401.95,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
Keyport WANote : There are numerous line items with identical part numbers due to various funding lines . .,9.96,Times New Roman,400,2,72.02,508.62,390.43,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
CLIN 0004,9.96,Times New Roman,400,2,92.18,137.91,344.45,612,792,yes,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
The CLIN extended description has changed from Item Name : Microcircuit Mfr : XilinxPN :,9.96,Times New Roman,400,2,111.98,479.04,332.93,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
XC4044XLA-09HZ240I ( BRAND NAME OR EQUAL - IF EQUAL PLEASE PROVIDE MANUFACTURER,9.96,Times New Roman,400,2,72.02,520.73,321.41,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
"AND SPECIFICATION ) Salient Characteristics : FPGA , 1600 CLBS , 27000 GATES , 227 MHz , PQFP240Note : ",9.96,Times New Roman,400,2,72.02,517.61,310.01,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
Vendor to provide Counterfeit Testing Report IAW Contract Data Requirement List ( CDRL is an attachment to the,9.96,Times New Roman,400,2,72.02,533.06,298.49,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
RFQ ). Report shall be delivered no later 30 days after conclusion of testing . Note : Vendor to provide Certificate of,9.96,Times New Roman,400,2,72.02,533.36,286.97,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
ConformanceNote : Allow 30 days of Inspection and Acceptance at Destination NUWC Keyport WA to Item Name :,9.96,Times New Roman,400,2,72.02,536.06,275.45,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
Microcircuit Mfr : XilinxPN : XC4044XLA-09HQ240I ( BRAND NAME OR EQUAL - IF EQUAL PLEASE,9.96,Times New Roman,400,2,72.02,510.23,263.93,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
"PROVIDE MANUFACTURER AND SPECIFICATION ) Salient Characteristics : FPGA , 1600 CLBS , 27000 ",9.96,Times New Roman,400,2,72.02,504.8,252.53,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
"GATES , 227 MHz , PQFP240Note : Vendor to provide Counterfeit Testing Report IAW Contract Data Requirement ",9.96,Times New Roman,400,2,72.02,536.45,241.01,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
List ( CDRL is an attachment to the RFQ ). Report shall be delivered no later 30 days after conclusion of,9.96,Times New Roman,400,2,72.02,488.85,229.49,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
testing . Note : Vendor to provide Certificate of ConformanceNote : Allow 30 days of Inspection and Acceptance at,9.96,Times New Roman,400,2,72.02,527.43,217.97,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
Destination NUWC Keyport WA .,9.96,Times New Roman,400,2,72.02,207.86,206.45,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
CLIN 0007,9.96,Times New Roman,400,2,92.18,137.91,160.46,612,792,yes,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
The CLIN extended description has changed from Item Name : Microcircuit Mfr : XilinxPN :,9.96,Times New Roman,400,2,111.98,479.04,148.94,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
XC4044XLA-09HZ240I ( BRAND NAME OR EQUAL - IF EQUAL PLEASE PROVIDE MANUFACTURER,9.96,Times New Roman,400,2,72.02,520.73,137.42,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
"AND SPECIFICATION ) Salient Characteristics : FPGA , 1600 CLBS , 27000 GATES , 227 MHz , PQFP240Note : ",9.96,Times New Roman,400,2,72.02,518.02,125.9,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
Vendor to provide Counterfeit Testing Report IAW Contract Data Requirement List ( CDRL is an attachment to the,9.96,Times New Roman,400,2,72.02,533.06,114.5,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
RFQ ). Report shall be delivered no later 30 days after conclusion of testing . Note : Vendor to provide Certificate of,9.96,Times New Roman,400,2,72.02,533.36,102.98,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
ConformanceNote : Allow 30 days of Inspection and Acceptance at Destination NUWC Keyport WA to Item Name :,9.96,Times New Roman,400,2,72.02,536.11,91.46,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
Microcircuit Mfr : XilinxPN : XC4044XLA-09HQ240I ( BRAND NAME OR EQUAL - IF EQUAL PLEASE,9.96,Times New Roman,400,2,72.02,510.23,79.94,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
N00253-14-T-0410,9.96,Times New Roman,400,3,461.71,540.16,747,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
2,9.96,Times New Roman,400,3,520.06,540.16,735.48,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
Page 3 of 3,9.96,Times New Roman,400,3,494.86,540.16,723.96,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
"PROVIDE MANUFACTURER AND SPECIFICATION ) Salient Characteristics : FPGA , 1600 CLBS , 27000 ",9.96,Times New Roman,400,3,72.02,505.14,701.02,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
"GATES , 227 MHz , PQFP240Note : Vendor to provide Counterfeit Testing Report IAW Contract Data Requirement ",9.96,Times New Roman,400,3,72.02,536.45,689.5,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
List ( CDRL is an attachment to the RFQ ). Report shall be delivered no later 30 days after conclusion of,9.96,Times New Roman,400,3,72.02,488.79,677.98,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
testing . Note : Vendor to provide Certificate of ConformanceNote : Allow 30 days of Inspection and Acceptance at,9.96,Times New Roman,400,3,72.02,527.61,666.46,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
Destination NUWC Keyport WA .,9.96,Times New Roman,400,3,72.02,207.86,654.94,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
( End of Summary of Changes ),9.96,Times New Roman,400,3,72.02,194.48,632.02,612,792,no,eec79c4f8386b5b974029635167d8c93df58d72e.file.pdf.tetml
CONTRACT DATA REQUIREMENTS LIST,10.02,"Univers,Bold",400,1,102.42,293.55,755.16,612,792,yes,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
( 1 Data Item ),7.98,"Univers,Italic",400,1,173.46,222.57,745.14,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Form Approved,7.98,"Univers,Italic",400,1,403.2,460.2,755.16,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
OMB No . 0704-0188,7.98,"Univers,Italic",400,1,403.2,482.36,745.14,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
"The public reporting burden for this collection of information is estimated to average 110 hours per response , including the time for reviewing instructions , searching existing ",6,Univers,400,1,32.4,522.04,729.54,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
"data sources , gathering and maintaining the data needed , and completing and reviewing the collection of information . Send comments regarding this burden estimate or any ",6,Univers,400,1,32.4,522.05,723.54,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
"other aspect of this collection of information , including suggestions for reducing the burden , to the Department of Defense , Executive Services Directorate ",6,Univers,400,1,32.4,492.86,717.54,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
"( 0704-0188 ). Respondents should be aware that notwithstanding any other provision of law , no person shall be subject to any penalty for failing to comply with a collection ",6,Univers,400,1,32.4,517.86,711.54,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
of information if it does not display a currently valid OMB control number . Please do not return your form to the above organization . Send completed form to the,6,"Univers,Bold",400,1,32.4,493.39,705.54,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Government Issuing Contracting Officer for the Contract / PR No . listed in Block E .,6,"Univers,Bold",400,1,32.41,258.32,699.54,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
A . CONTRACT LINE ITEM NO . B . EXHIBIT C . CATEGORY :,7.98,"Univers,Bold",400,1,32.4,319.88,688.08,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
TDP ________ TM _______ OTHER,6,"Univers,Bold",400,1,274.19,373.76,678.06,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
D . SYSTEM / ITEM E . CONTRACT / PR NO . F . CONTRACTOR,7.98,"Univers,Bold",400,1,32.4,399.72,664.08,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
1 . DATA ITEM NO . 2 . TITLE OF DATA ITEM 3 . SUBTITLE,6,"Univers,Bold",400,1,32.4,370.31,640.08,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
17 . PRICE GROUP,6,"Univers,Bold",400,1,535.68,586.62,641.76,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
4 . AUTHORITY ( Data Acquisition Document No .) 5 . CONTRACT REFERENCE 6 . REQUIRING OFFICE,6,"Univers,Bold",400,1,32.4,433.27,604.08,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
18 . ESTIMATED,6,"Univers,Bold",400,1,535.68,581.29,605.04,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
TOTAL PRICE,6,"Univers,Bold",400,1,547.85,585.95,597.06,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
15 . TOTAL,6,"Univers,Bold",400,1,368.64,399.86,75.78,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
G . PREPARED BY H . DATE,7.98,"Univers,Bold",400,1,32.4,244.63,63.96,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
I . APPROVED BY J . DATE,7.98,"Univers,Bold",400,1,284.4,484.51,64.08,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
"DD FORM 1423-1 , FEB 2001 ",10.02,"Univers,Bold",400,1,32.4,169.37,26.28,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
PREVIOUS EDITION MAY BE USED .,7.98,Univers,400,1,232.2,365.61,27.12,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Page of Pages,7.98,Univers,400,1,419.22,526.94,27,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
CONTRACT DATA REQUIREMENTS LIST,10.02,"Univers,Bold",400,2,210.54,401.67,752.16,612,792,yes,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
( 1 Data Item ),7.98,"Univers,Italic",400,2,281.52,330.63,742.14,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
A . CONTRACT LINE ITEM NO . B . EXHIBIT C . CATEGORY :,7.98,"Univers,Bold",400,2,32.4,319.88,724.08,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
TDP ________ TM _______ OTHER,6,"Univers,Bold",400,2,274.19,373.76,714.06,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
D . SYSTEM / ITEM E . CONTRACT / PR NO . F . CONTRACTOR,7.98,"Univers,Bold",400,2,32.4,399.72,700.08,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
16 . REMARKS ( Continued ),7.02,"Univers,Bold",400,2,32.4,119.78,676.08,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
"DD FORM 1423-1 , FEB 2001 ",10.02,"Univers,Bold",400,2,32.4,169.37,26.28,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Page of Pages,7.98,Univers,400,2,479.4,584.48,27,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
INSTRUCTIONS FOR COMPLETING DD FORM 1423,10.02,"Univers,Bold",400,3,184.98,427.21,752.58,612,792,yes,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
( See DoD 5010.12-M for detailed instructions .),7.98,"Univers,Italic",400,3,218.52,393.81,740.58,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item A . Self-explanatory .,7.98,"Univers,Bold",400,3,35.99,131.32,700.92,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item B . Self-explanatory .,7.98,"Univers,Bold",400,3,35.99,130.4,682.92,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
FOR GOVERNMENT PERSONNEL,7.98,"Univers,Bold",400,3,112.43,234.97,717.12,612,792,yes,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item C . Mark ( X ) appropriate category : TDP - Technical Data Package ;,7.98,Univers,400,3,36,312.64,664.92,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
"TM - Technical Manual ; Other - other category of data , such as ",7.98,Univers,400,3,35.99,312.52,655.92,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
""" Provisioning ,"""" Configuration Management ,"" etc . ",7.98,Univers,400,3,35.99,218.54,646.92,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item D . Enter name of system / item being acquired that data will support .,7.98,Univers,400,3,36,309.31,628.92,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item E . Self-explanatory ( to be filled in after contract award ).,7.98,Univers,400,3,36,267.45,610.92,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item F . Self-explanatory ( to be filled in after contract award ).,7.98,Univers,400,3,36,267.37,592.92,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item G . Signature of preparer of CDRL .,7.98,Univers,400,3,36,185.79,574.92,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item H . Date CDRL was prepared .,7.98,Univers,400,3,36,167.04,556.91,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item I . Signature of CDRL approval authority .,7.98,Univers,400,3,36,211.24,538.91,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item J . Date CDRL was approved .,7.98,Univers,400,3,36,167.62,520.91,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item 1 . See DoD FAR Supplement Subpart 4.71 for proper numbering .,7.98,Univers,400,3,36,299.7,493.91,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item 2 . Enter title as it appears on data acquisition document cited in Item,7.98,Univers,400,3,36,312.67,475.92,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
4 .,7.98,Univers,400,3,36,43.65,466.92,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item 3 . Enter subtitle of data item for further definition of data item,7.98,Univers,400,3,36,312.6,448.93,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
( optional entry ).,7.98,Univers,400,3,36,94.87,439.93,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
"Item 4 . Enter Data Item Description ( DID ) number , military specification ",7.98,Univers,400,3,36,312.48,421.93,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
"number , or military standard number listed in DoD 5010.12-L ( AMSDL ), or ",7.98,Univers,400,3,36,312.42,412.93,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
"one-time DID number , that defines data content and format requirements . ",7.98,Univers,400,3,36,309.5,403.93,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item 5 . Enter reference to tasking in contract that generates requirement,7.98,Univers,400,3,36,312.55,385.93,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
"for the data item ( e . g ., Statement of Work paragraph number ). ",7.98,Univers,400,3,36,268.28,376.93,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item 6 . Enter technical office responsible for ensuring adequacy of the,7.98,Univers,400,3,36,312.54,358.94,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
data item .,7.98,Univers,400,3,36,73.37,349.94,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item 7 . Specify requirement for inspection / acceptance of the data item,7.98,Univers,400,3,36,312.51,331.94,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
by the Government .,7.98,Univers,400,3,36.01,109.9,322.94,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item 8 . Specify requirement for approval of a draft before preparation of,7.98,Univers,400,3,36,312.6,304.94,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
the final data item .,7.98,Univers,400,3,36,106.03,295.94,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
"Item 9 . For technical data , specify requirement for contractor to mark the ",7.98,Univers,400,3,36,312.62,277.95,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
appropriate distribution statement on the data ( ref . DoDD 5230.24 ).,7.98,Univers,400,3,36,288.99,268.95,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item 10 . Specify number of times data items are to be delivered .,7.98,Univers,400,3,36,276.01,250.95,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
"Item 11 . Specify as-of date of data item , when applicable . ",7.98,Univers,400,3,36,254.93,232.95,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
Item 12 . Specify when first submittal is required .,7.98,Univers,400,3,36,220.7,214.95,612,792,no,ec3ebebd28f92c76cd8a806849961dda4d6a6724.file.pdf.tetml
